7,7771,264836,2025-04-23 12:00:00.000,extra_0
7,2383,169837,2025-04-23 12:00:05.000,extra_1
7,8479,805186,2025-04-23 12:00:10.000,extra_2
6,4598,563535,2025-04-23 12:00:15.000,extra_3
4,1985,300493,2025-04-23 12:00:20.000,extra_4
9,9684,841202,2025-04-23 12:00:25.000,extra_5
5,8177,362875,2025-04-23 12:00:30.000,extra_6
2,1462,406946,2025-04-23 12:00:35.000,extra_7
8,7616,393070,2025-04-23 12:00:40.000,extra_8
7,7501,655174,2025-04-23 12:00:45.000,extra_9
8,1542,333740,2025-04-23 12:00:50.000,extra_10
2,1924,228212,2025-04-23 12:00:55.000,extra_11
2,5205,833249,2025-04-23 12:01:00.000,extra_12
1,6351,530509,2025-04-23 12:01:05.000,extra_13
5,9223,589054,2025-04-23 12:01:10.000,extra_14
10,2326,399388,2025-04-23 12:01:15.000,extra_15
5,6651,771227,2025-04-23 12:01:20.000,extra_16
2,6679,649284,2025-04-23 12:01:25.000,extra_17
3,2655,451604,2025-04-23 12:01:30.000,extra_18
6,7924,728035,2025-04-23 12:01:35.000,extra_19
4,5989,389989,2025-04-23 12:01:40.000,extra_20
9,2246,240066,2025-04-23 12:01:45.000,extra_21
10,1363,641764,2025-04-23 12:01:50.000,extra_22
1,8417,104753,2025-04-23 12:01:55.000,extra_23
4,1748,67140,2025-04-23 12:02:00.000,extra_24
8,5768,962025,2025-04-23 12:02:05.000,extra_25
7,2273,171671,2025-04-23 12:02:10.000,extra_26
3,2599,689202,2025-04-23 12:02:15.000,extra_27
8,6126,406642,2025-04-23 12:02:20.000,extra_28
10,8404,40115,2025-04-23 12:02:25.000,extra_29
1,3060,721845,2025-04-23 12:02:30.000,extra_30
5,2455,989277,2025-04-23 12:02:35.000,extra_31
6,8210,644996,2025-04-23 12:02:40.000,extra_32
10,5815,462381,2025-04-23 12:02:45.000,extra_33
1,1584,138284,2025-04-23 12:02:50.000,extra_34
2,3228,808032,2025-04-23 12:02:55.000,extra_35
6,7485,911107,2025-04-23 12:03:00.000,extra_36
2,7219,495950,2025-04-23 12:03:05.000,extra_37
6,6028,10050,2025-04-23 12:03:10.000,extra_38
1,5912,166312,2025-04-23 12:03:15.000,extra_39
3,3753,964505,2025-04-23 12:03:20.000,extra_40
3,6918,516534,2025-04-23 12:03:25.000,extra_41
10,5651,110526,2025-04-23 12:03:30.000,extra_42
4,5585,729015,2025-04-23 12:03:35.000,extra_43
6,9706,883179,2025-04-23 12:03:40.000,extra_44
2,4761,406918,2025-04-23 12:03:45.000,extra_45
7,1278,356550,2025-04-23 12:03:50.000,extra_46
3,8084,960732,2025-04-23 12:03:55.000,extra_47
4,6321,681839,2025-04-23 12:04:00.000,extra_48
9,5776,943223,2025-04-23 12:04:05.000,extra_49
9,2393,820580,2025-04-23 12:04:10.000,extra_50
7,3664,275918,2025-04-23 12:04:15.000,extra_51
2,1395,813680,2025-04-23 12:04:20.000,extra_52
7,7809,148690,2025-04-23 12:04:25.000,extra_53
2,5719,86040,2025-04-23 12:04:30.000,extra_54
5,9157,278137,2025-04-23 12:04:35.000,extra_55
7,2427,64419,2025-04-23 12:04:40.000,extra_56
7,6428,817061,2025-04-23 12:04:45.000,extra_57
4,9193,551806,2025-04-23 12:04:50.000,extra_58
7,7498,281680,2025-04-23 12:04:55.000,extra_59
7,4195,730122,2025-04-23 12:05:00.000,extra_60
10,2050,211778,2025-04-23 12:05:05.000,extra_61
10,5714,978744,2025-04-23 12:05:10.000,extra_62
3,5008,682577,2025-04-23 12:05:15.000,extra_63
10,2726,635794,2025-04-23 12:05:20.000,extra_64
7,7284,662617,2025-04-23 12:05:25.000,extra_65
2,2618,506662,2025-04-23 12:05:30.000,extra_66
5,9383,494376,2025-04-23 12:05:35.000,extra_67
5,8376,339301,2025-04-23 12:05:40.000,extra_68
8,6467,419492,2025-04-23 12:05:45.000,extra_69
6,4529,193157,2025-04-23 12:05:50.000,extra_70
7,6626,950587,2025-04-23 12:05:55.000,extra_71
7,8003,818665,2025-04-23 12:06:00.000,extra_72
5,9104,986858,2025-04-23 12:06:05.000,extra_73
6,5845,997976,2025-04-23 12:06:10.000,extra_74
10,5890,46382,2025-04-23 12:06:15.000,extra_75
7,7543,58585,2025-04-23 12:06:20.000,extra_76
4,1041,752957,2025-04-23 12:06:25.000,extra_77
9,5726,511436,2025-04-23 12:06:30.000,extra_78
9,1564,815195,2025-04-23 12:06:35.000,extra_79
2,8323,535765,2025-04-23 12:06:40.000,extra_80
7,6650,939710,2025-04-23 12:06:45.000,extra_81
10,5365,799188,2025-04-23 12:06:50.000,extra_82
6,8495,90311,2025-04-23 12:06:55.000,extra_83
2,6283,241594,2025-04-23 12:07:00.000,extra_84
5,8932,249541,2025-04-23 12:07:05.000,extra_85
10,2198,808510,2025-04-23 12:07:10.000,extra_86
5,3592,832182,2025-04-23 12:07:15.000,extra_87
10,3766,626223,2025-04-23 12:07:20.000,extra_88
6,1319,891190,2025-04-23 12:07:25.000,extra_89
2,4271,206908,2025-04-23 12:07:30.000,extra_90
6,7608,51137,2025-04-23 12:07:35.000,extra_91
4,4517,29393,2025-04-23 12:07:40.000,extra_92
8,3293,896981,2025-04-23 12:07:45.000,extra_93
2,9867,7011,2025-04-23 12:07:50.000,extra_94
5,1119,520706,2025-04-23 12:07:55.000,extra_95
2,4587,170179,2025-04-23 12:08:00.000,extra_96
1,1065,299271,2025-04-23 12:08:05.000,extra_97
9,2951,52006,2025-04-23 12:08:10.000,extra_98
8,5570,424722,2025-04-23 12:08:15.000,extra_99
