1,101,15000,2025-04-13 00:05:00,channel_1
1,102,20000,2025-04-13 00:10:00,channel_1
1,103,5000,2025-04-13 00:15:00,channel_2
1,104,200000,2025-04-13 00:20:00,channel_2
2,105,25000,2025-04-13 00:25:00,channel_1
2,106,18000,2025-04-13 00:30:00,channel_1
2,107,22000,2025-04-13 00:35:00,channel_3
3,108,19000,2025-04-13 00:40:00,channel_3
3,109,40000,2025-04-13 00:45:00,channel_2
3,110,50000,2025-04-13 00:50:00,channel_1
4,111,300000,2025-04-13 00:55:00,channel_3
4,112,600000,2025-04-13 01:00:00,channel_2
5,113,80000,2025-04-13 01:05:00,channel_1
5,114,35000,2025-04-13 01:10:00,channel_2
6,115,75000,2025-04-13 01:15:00,channel_1
6,116,120000,2025-04-13 01:20:00,channel_3
7,117,135000,2025-04-13 01:25:00,channel_1
7,118,50000,2025-04-13 01:30:00,channel_2
8,119,40000,2025-04-13 01:35:00,channel_3
8,120,70000,2025-04-13 01:40:00,channel_1
9,121,250000,2025-04-13 01:45:00,channel_2
9,122,180000,2025-04-13 01:50:00,channel_1
10,123,30000,2025-04-13 01:55:00,channel_3
10,124,140000,2025-04-13 02:00:00,channel_2
11,125,5000,2025-04-13 02:05:00,channel_1
11,126,6000,2025-04-13 02:10:00,channel_2
12,127,150000,2025-04-13 02:15:00,channel_3
12,128,120000,2025-04-13 02:20:00,channel_1
13,129,40000,2025-04-13 02:25:00,channel_2
13,130,80000,2025-04-13 02:30:00,channel_3
14,131,70000,2025-04-13 02:35:00,channel_1
14,132,100000,2025-04-13 02:40:00,channel_3
15,133,35000,2025-04-13 02:45:00,channel_2
15,134,50000,2025-04-13 02:50:00,channel_1
16,135,60000,2025-04-13 02:55:00,channel_3
16,136,95000,2025-04-13 03:00:00,channel_2
17,137,40000,2025-04-13 03:05:00,channel_1
17,138,110000,2025-04-13 03:10:00,channel_3
18,139,6000,2025-04-13 03:15:00,channel_2
18,140,25000,2025-04-13 03:20:00,channel_1
19,141,85000,2025-04-13 03:25:00,channel_3
19,142,15000,2025-04-13 03:30:00,channel_2
20,143,200000,2025-04-13 03:35:00,channel_1
20,144,50000,2025-04-13 03:40:00,channel_3
21,145,70000,2025-04-13 03:45:00,channel_1
21,146,12000,2025-04-13 03:50:00,channel_2
22,147,110000,2025-04-13 03:55:00,channel_3
22,148,20000,2025-04-13 04:00:00,channel_1
23,149,18000,2025-04-13 04:05:00,channel_2
23,150,90000,2025-04-13 04:10:00,channel_1
24,151,25000,2025-04-13 04:15:00,channel_3
24,152,70000,2025-04-13 04:20:00,channel_1
25,153,50000,2025-04-13 04:25:00,channel_2
25,154,35000,2025-04-13 04:30:00,channel_3
26,155,120000,2025-04-13 04:35:00,channel_1
26,156,100000,2025-04-13 04:40:00,channel_2
27,157,15000,2025-04-13 04:45:00,channel_3
27,158,20000,2025-04-13 04:50:00,channel_1
28,159,85000,2025-04-13 04:55:00,channel_2
28,160,18000,2025-04-13 05:00:00,channel_3
29,161,25000,2025-04-13 05:05:00,channel_1
29,162,110000,2025-04-13 05:10:00,channel_2
30,163,5000,2025-04-13 05:15:00,channel_3
30,164,200000,2025-04-13 05:20:00,channel_1
31,165,70000,2025-04-13 05:25:00,channel_2
31,166,30000,2025-04-13 05:30:00,channel_3
32,167,18000,2025-04-13 05:35:00,channel_1
32,168,22000,2025-04-13 05:40:00,channel_2
33,169,50000,2025-04-13 05:45:00,channel_3
33,170,80000,2025-04-13 05:50:00,channel_1
34,171,150000,2025-04-13 05:55:00,channel_2
34,172,20000,2025-04-13 06:00:00,channel_3
35,173,25000,2025-04-13 06:05:00,channel_1
35,174,100000,2025-04-13 06:10:00,channel_2
36,175,18000,2025-04-13 06:15:00,channel_3
36,176,22000,2025-04-13 06:20:00,channel_1
37,177,70000,2025-04-13 06:25:00,channel_2
37,178,15000,2025-04-13 06:30:00,channel_3
38,179,30000,2025-04-13 06:35:00,channel_1
38,180,50000,2025-04-13 06:40:00,channel_2
39,181,100000,2025-04-13 06:45:00,channel_3
39,182,20000,2025-04-13 06:50:00,channel_1
40,183,70000,2025-04-13 06:55:00,channel_2
40,184,120000,2025-04-13 07:00:00,channel_3
41,185,25000,2025-04-13 07:05:00,channel_1
41,186,35000,2025-04-13 07:10:00,channel_2
42,187,50000,2025-04-13 07:15:00,channel_3
42,188,10000,2025-04-13 07:20:00,channel_1
43,189,40000,2025-04-13 07:25:00,channel_2
43,190,18000,2025-04-13 07:30:00,channel_3
44,191,20000,2025-04-13 07:35:00,channel_1
44,192,25000,2025-04-13 07:40:00,channel_2
