1,7072,496,2023-01-01 00:26:02,extra1
2,7656,463,2023-01-01 00:10:50,extra2
3,7924,296,2023-01-01 00:54:26,extra3
4,7741,122,2023-01-01 00:13:57,extra4
5,7199,873,2023-01-01 00:09:20,extra5
6,7753,573,2023-01-01 00:06:13,extra6
7,7729,608,2023-01-01 00:51:46,extra7
8,7065,797,2023-01-01 00:48:17,extra8
9,7893,996,2023-01-01 00:11:06,extra9
10,7440,838,2023-01-01 00:40:51,extra10
11,7771,122,2023-01-01 00:35:09,extra11
12,7278,800,2023-01-01 00:06:10,extra12
13,7360,617,2023-01-01 00:23:39,extra13
14,7923,961,2023-01-01 00:33:02,extra14
15,7697,524,2023-01-01 00:06:27,extra15
16,7794,909,2023-01-01 00:05:37,extra16
17,7443,788,2023-01-01 00:31:33,extra17
18,7578,274,2023-01-01 00:14:12,extra18
19,7867,515,2023-01-01 00:00:14,extra19
20,7203,758,2023-01-01 00:28:27,extra20
21,7405,281,2023-01-01 00:00:37,extra21
22,7023,256,2023-01-01 00:46:32,extra22
23,7049,955,2023-01-01 00:25:55,extra23
24,7127,888,2023-01-01 00:29:53,extra24
25,7298,622,2023-01-01 00:42:37,extra25
26,7191,414,2023-01-01 00:27:50,extra26
27,7512,979,2023-01-01 00:00:37,extra27
28,7923,453,2023-01-01 00:34:10,extra28
29,7474,568,2023-01-01 00:48:53,extra29
30,7898,594,2023-01-01 00:42:15,extra30
31,7413,809,2023-01-01 00:25:17,extra31
32,7027,914,2023-01-01 00:06:12,extra32
33,7943,788,2023-01-01 00:40:44,extra33
34,7748,838,2023-01-01 00:54:22,extra34
35,7076,657,2023-01-01 00:01:02,extra35
36,7602,692,2023-01-01 00:34:10,extra36
37,7119,735,2023-01-01 00:29:13,extra37
38,7354,487,2023-01-01 00:52:08,extra38
39,7732,325,2023-01-01 00:29:18,extra39
40,7479,644,2023-01-01 00:00:27,extra40
41,7629,809,2023-01-01 00:08:28,extra41
42,7414,379,2023-01-01 00:18:59,extra42
43,7383,238,2023-01-01 00:41:49,extra43
44,7669,809,2023-01-01 00:28:38,extra44
45,7909,548,2023-01-01 00:27:06,extra45
46,7243,526,2023-01-01 00:38:10,extra46
47,7137,749,2023-01-01 00:03:56,extra47
48,7877,463,2023-01-01 00:39:43,extra48
49,7158,252,2023-01-01 00:30:21,extra49
50,7126,261,2023-01-01 00:41:27,extra50
51,7766,149,2023-01-01 00:53:22,extra51
52,7753,282,2023-01-01 00:00:22,extra52
53,7810,678,2023-01-01 00:30:29,extra53
54,7680,380,2023-01-01 00:00:32,extra54
55,7886,544,2023-01-01 00:30:23,extra55
56,7127,562,2023-01-01 00:14:13,extra56
57,7039,421,2023-01-01 00:00:29,extra57
58,7476,219,2023-01-01 00:20:25,extra58
59,7422,661,2023-01-01 00:47:58,extra59
60,7850,463,2023-01-01 00:31:26,extra60
61,7245,617,2023-01-01 00:08:03,extra61
62,7752,670,2023-01-01 00:57:56,extra62
63,7552,209,2023-01-01 00:54:43,extra63
64,7648,836,2023-01-01 00:10:51,extra64
65,7793,547,2023-01-01 00:40:31,extra65
66,7863,159,2023-01-01 00:48:07,extra66
67,7860,777,2023-01-01 00:21:16,extra67
68,7443,418,2023-01-01 00:55:26,extra68
69,7112,791,2023-01-01 00:47:48,extra69
70,7547,740,2023-01-01 00:04:18,extra70
71,7918,946,2023-01-01 00:34:26,extra71
72,7181,316,2023-01-01 00:36:08,extra72
73,7379,367,2023-01-01 00:55:16,extra73
74,7675,546,2023-01-01 00:00:56,extra74
75,7586,942,2023-01-01 00:44:34,extra75
76,7637,781,2023-01-01 00:41:09,extra76
77,7326,981,2023-01-01 00:06:23,extra77
78,7834,977,2023-01-01 00:07:43,extra78
79,7440,368,2023-01-01 00:52:56,extra79
80,7554,588,2023-01-01 00:58:36,extra80
81,7874,912,2023-01-01 00:16:47,extra81
82,7683,593,2023-01-01 00:29:32,extra82
83,7301,249,2023-01-01 00:15:56,extra83
84,7878,148,2023-01-01 00:44:53,extra84
85,7609,220,2023-01-01 00:43:24,extra85
86,7868,309,2023-01-01 00:15:42,extra86
87,7014,253,2023-01-01 00:42:25,extra87
88,7168,192,2023-01-01 00:34:45,extra88
89,7384,169,2023-01-01 00:10:52,extra89
90,7688,222,2023-01-01 00:56:47,extra90
91,7204,357,2023-01-01 00:52:57,extra91
92,7126,899,2023-01-01 00:22:36,extra92
93,7405,214,2023-01-01 00:38:33,extra93
94,7708,507,2023-01-01 00:50:42,extra94
95,7700,452,2023-01-01 00:15:40,extra95
96,7583,750,2023-01-01 00:05:57,extra96
97,7888,355,2023-01-01 00:20:32,extra97
98,7684,922,2023-01-01 00:17:08,extra98
99,7844,180,2023-01-01 00:02:50,extra99
100,7062,531,2023-01-01 00:53:23,extra100
101,7668,792,2023-01-01 00:27:25,extra101
102,7388,868,2023-01-01 00:18:23,extra102
103,7576,607,2023-01-01 00:49:53,extra103
104,7930,424,2023-01-01 00:17:42,extra104
105,7850,999,2023-01-01 00:35:02,extra105
106,7788,321,2023-01-01 00:40:29,extra106
107,7721,680,2023-01-01 00:58:26,extra107
108,7690,354,2023-01-01 00:37:58,extra108
109,7514,720,2023-01-01 00:28:28,extra109
110,7749,918,2023-01-01 00:51:44,extra110
111,7452,788,2023-01-01 00:34:03,extra111
112,7225,353,2023-01-01 00:16:08,extra112
113,7395,572,2023-01-01 00:48:35,extra113
114,7378,542,2023-01-01 00:39:13,extra114
115,7653,333,2023-01-01 00:47:02,extra115
116,7618,618,2023-01-01 00:02:10,extra116
117,7483,374,2023-01-01 00:31:25,extra117
118,7653,753,2023-01-01 00:20:45,extra118
119,7906,165,2023-01-01 00:01:17,extra119
120,7768,656,2023-01-01 00:27:30,extra120
121,7948,375,2023-01-01 00:10:54,extra121
122,7667,626,2023-01-01 00:01:37,extra122
123,7068,489,2023-01-01 00:17:01,extra123
124,7528,909,2023-01-01 00:51:12,extra124
125,7641,505,2023-01-01 00:37:54,extra125
126,7215,868,2023-01-01 00:34:39,extra126
127,7766,706,2023-01-01 00:58:45,extra127
128,7047,533,2023-01-01 00:45:06,extra128
129,7804,803,2023-01-01 00:43:23,extra129
