3417,16476,4516,google,http://example.com?channel_id=9367,2025-04-13 20:01:22.932856,extra_info
3129,15809,6634,baidu,http://example.com?channel_id=9984,2025-04-13 20:01:22.932875,extra_info
9582,17170,643,apple,http://example.com?channel_id=8245,2025-04-13 20:01:22.932890,extra_info
6157,12609,7588,google,http://example.com?channel_id=7593,2025-04-13 20:01:22.932907,extra_info
9193,16774,5646,other,http://example.com?channel_id=7173,2025-04-13 20:01:22.932925,extra_info
6029,10159,8132,google,http://example.com?channel_id=6490,2025-04-13 20:01:22.932938,extra_info
2713,10775,4669,facebook,http://example.com?channel_id=9269,2025-04-13 20:01:22.932951,extra_info
7751,15070,3178,facebook,http://example.com?channel_id=4470,2025-04-13 20:01:22.932963,extra_info
8307,15658,2205,baidu,http://example.com?channel_id=2305,2025-04-13 20:01:22.932976,extra_info
3060,16557,9715,google,http://example.com?channel_id=4674,2025-04-13 20:01:22.932989,extra_info
4903,11086,5655,other,http://example.com?channel_id=6692,2025-04-13 20:01:22.933002,extra_info
5269,13415,4275,facebook,http://example.com?channel_id=4153,2025-04-13 20:01:22.933015,extra_info
1979,13283,9015,other,http://example.com?channel_id=5579,2025-04-13 20:01:22.933029,extra_info
7991,17825,4978,baidu,http://example.com?channel_id=5076,2025-04-13 20:01:22.933043,extra_info
1106,14949,8236,google,http://example.com?channel_id=8741,2025-04-13 20:01:22.933057,extra_info
5845,16140,4041,apple,http://example.com?channel_id=6596,2025-04-13 20:01:22.933070,extra_info
5542,11108,7861,baidu,http://example.com?channel_id=1813,2025-04-13 20:01:22.933083,extra_info
8073,15865,5540,facebook,http://example.com?channel_id=6314,2025-04-13 20:01:22.933096,extra_info
7563,17815,4189,apple,http://example.com?channel_id=8742,2025-04-13 20:01:22.933109,extra_info
9686,10915,4717,baidu,http://example.com?channel_id=5869,2025-04-13 20:01:22.933121,extra_info
7215,16616,7124,google,http://example.com?channel_id=7186,2025-04-13 20:01:22.933133,extra_info
4282,16594,3216,facebook,http://example.com?channel_id=6508,2025-04-13 20:01:22.933145,extra_info
7760,16890,760,baidu,http://example.com?channel_id=2265,2025-04-13 20:01:22.933158,extra_info
4205,15721,7255,apple,http://example.com?channel_id=8294,2025-04-13 20:01:22.933172,extra_info
2500,12251,7045,baidu,http://example.com?channel_id=7099,2025-04-13 20:01:22.933185,extra_info
6199,16730,4193,apple,http://example.com?channel_id=1107,2025-04-13 20:01:22.933197,extra_info
4263,13890,2640,google,http://example.com?channel_id=8384,2025-04-13 20:01:22.933213,extra_info
5203,12577,7572,google,http://example.com?channel_id=5171,2025-04-13 20:01:22.933227,extra_info
3935,15736,533,apple,http://example.com?channel_id=9202,2025-04-13 20:01:22.933240,extra_info
3677,18899,1037,facebook,http://example.com?channel_id=3498,2025-04-13 20:01:22.933252,extra_info
7909,12249,5361,baidu,http://example.com?channel_id=6322,2025-04-13 20:01:22.933265,extra_info
3842,12879,1713,baidu,http://example.com?channel_id=3965,2025-04-13 20:01:22.933278,extra_info
9578,13598,7789,baidu,http://example.com?channel_id=6466,2025-04-13 20:01:22.933290,extra_info
4182,10787,5280,other,http://example.com?channel_id=1208,2025-04-13 20:01:22.933303,extra_info
7670,15206,2576,facebook,http://example.com?channel_id=4877,2025-04-13 20:01:22.933315,extra_info
6137,16771,9677,apple,http://example.com?channel_id=7444,2025-04-13 20:01:22.933328,extra_info
7615,13362,1320,facebook,http://example.com?channel_id=7517,2025-04-13 20:01:22.933340,extra_info
2564,17331,5052,google,http://example.com?channel_id=9723,2025-04-13 20:01:22.933353,extra_info
6134,13642,9735,google,http://example.com?channel_id=3135,2025-04-13 20:01:22.933369,extra_info
3702,13197,2182,apple,http://example.com?channel_id=2609,2025-04-13 20:01:22.933385,extra_info
6703,17972,4279,apple,http://example.com?channel_id=7724,2025-04-13 20:01:22.933398,extra_info
3540,12566,6495,google,http://example.com?channel_id=6006,2025-04-13 20:01:22.933411,extra_info
3625,12702,3574,google,http://example.com?channel_id=6393,2025-04-13 20:01:22.933423,extra_info
8703,12829,226,google,http://example.com?channel_id=6803,2025-04-13 20:01:22.933436,extra_info
2336,12290,5714,other,http://example.com?channel_id=6653,2025-04-13 20:01:22.933448,extra_info
