+I,5,2025-05-26,1,0,0,1,52801218,52801218,52801218,52801218
+I,2,2025-05-26,1,0,0,1,75515358,75515358,75515358,75515358
-U,5,2025-05-26,1,0,0,1,52801218,52801218,52801218,52801218
+U,5,2025-05-26,2,0,0,2,10715261,52801218,31758239,63516479
+I,7,2025-05-26,1,0,0,1,47420477,47420477,47420477,47420477
-U,2,2025-05-26,1,0,0,1,75515358,75515358,75515358,75515358
+U,2,2025-05-26,2,0,0,2,27728440,75515358,51621899,103243798
+I,4,2025-05-26,1,0,0,1,89766196,89766196,89766196,89766196
-U,5,2025-05-26,2,0,0,2,10715261,52801218,31758239,63516479
+U,5,2025-05-26,3,0,0,3,10715261,52801218,35269269,105807807
+I,3,2025-05-26,1,0,0,1,70782068,70782068,70782068,70782068
+I,17,2025-05-26,1,0,0,1,6661227,6661227,6661227,6661227
+I,20,2025-05-26,1,0,0,1,24169971,24169971,24169971,24169971
+I,14,2025-05-26,1,0,0,1,40242637,40242637,40242637,40242637
-U,5,2025-05-26,3,0,0,3,10715261,52801218,35269269,105807807
+U,5,2025-05-26,4,0,0,4,10715261,60292387,41525048,166100194
-U,20,2025-05-26,1,0,0,1,24169971,24169971,24169971,24169971
+U,20,2025-05-26,2,0,0,2,8594336,24169971,16382153,32764307
+I,8,2025-05-26,1,0,0,1,99845581,99845581,99845581,99845581
+I,15,2025-05-26,1,0,0,1,20553399,20553399,20553399,20553399
+I,9,2025-05-26,1,0,0,1,8430527,8430527,8430527,8430527
-U,17,2025-05-26,1,0,0,1,6661227,6661227,6661227,6661227
+U,17,2025-05-26,2,0,0,2,4308117,6661227,5484672,10969344
+I,10,2025-05-26,1,0,0,1,26110688,26110688,26110688,26110688
-U,5,2025-05-26,4,0,0,4,10715261,60292387,41525048,166100194
+U,5,2025-05-26,5,0,0,5,10715261,60292387,44403304,222016521
+I,13,2025-05-26,1,0,0,1,67689605,67689605,67689605,67689605
-U,10,2025-05-26,1,0,0,1,26110688,26110688,26110688,26110688
+U,10,2025-05-26,2,0,0,2,26110688,69919217,48014952,96029905
-U,15,2025-05-26,1,0,0,1,20553399,20553399,20553399,20553399
+U,15,2025-05-26,2,0,0,2,20553399,97533792,59043595,118087191
-U,5,2025-05-26,5,0,0,5,10715261,60292387,44403304,222016521
+U,5,2025-05-26,6,0,0,6,10715261,60292387,45109177,270655062
+I,16,2025-05-26,1,0,0,1,47763774,47763774,47763774,47763774
+I,12,2025-05-26,1,0,0,1,96934475,96934475,96934475,96934475
-U,15,2025-05-26,2,0,0,2,20553399,97533792,59043595,118087191
+U,15,2025-05-26,3,0,0,3,20553399,97533792,51262458,153787375
-U,3,2025-05-26,1,0,0,1,70782068,70782068,70782068,70782068
+U,3,2025-05-26,2,0,0,2,63302858,70782068,67042463,134084926
-U,17,2025-05-26,2,0,0,2,4308117,6661227,5484672,10969344
+U,17,2025-05-26,3,0,0,3,4308117,72989648,27986330,83958992
+I,19,2025-05-26,1,0,0,1,17252322,17252322,17252322,17252322
-U,5,2025-05-26,6,0,0,6,10715261,60292387,45109177,270655062
+U,5,2025-05-26,7,0,0,7,10715261,85983624,50948383,356638686
-U,5,2025-05-26,7,0,0,7,10715261,85983624,50948383,356638686
+U,5,2025-05-26,8,0,0,8,10715261,93268241,56238365,449906927
-U,15,2025-05-26,3,0,0,3,20553399,97533792,51262458,153787375
+U,15,2025-05-26,4,0,0,4,20553399,97533792,45235559,180942238
-U,2,2025-05-26,2,0,0,2,27728440,75515358,51621899,103243798
+U,2,2025-05-26,3,0,0,3,27728440,75872650,59705482,179116448
+I,18,2025-05-26,1,0,0,1,31685555,31685555,31685555,31685555
-U,12,2025-05-26,1,0,0,1,96934475,96934475,96934475,96934475
+U,12,2025-05-26,2,0,0,2,51623905,96934475,74279190,148558380
-U,12,2025-05-26,2,0,0,2,51623905,96934475,74279190,148558380
+U,12,2025-05-26,3,0,0,3,51623905,96934475,79942931,239828793
-U,17,2025-05-26,3,0,0,3,4308117,72989648,27986330,83958992
+U,17,2025-05-26,4,0,0,4,4308117,72989648,23392474,93569899
-U,18,2025-05-26,1,0,0,1,31685555,31685555,31685555,31685555
+U,18,2025-05-26,2,0,0,2,9241148,31685555,20463351,40926703
+I,11,2025-05-26,1,0,0,1,80267601,80267601,80267601,80267601
-U,14,2025-05-26,1,0,0,1,40242637,40242637,40242637,40242637
+U,14,2025-05-26,2,0,0,2,35972830,40242637,38107733,76215467
-U,10,2025-05-26,2,0,0,2,26110688,69919217,48014952,96029905
+U,10,2025-05-26,3,0,0,3,26110688,82730293,59586732,178760198
-U,7,2025-05-26,1,0,0,1,47420477,47420477,47420477,47420477
+U,7,2025-05-26,2,0,0,2,47420477,50862775,49141626,98283252
-U,14,2025-05-26,2,0,0,2,35972830,40242637,38107733,76215467
+U,14,2025-05-26,3,0,0,3,35972830,70548004,48921157,146763471
-U,5,2025-05-26,8,0,0,8,10715261,93268241,56238365,449906927
+U,5,2025-05-26,9,0,0,9,10715261,98926362,60981476,548833289
-U,14,2025-05-26,3,0,0,3,35972830,70548004,48921157,146763471
+U,14,2025-05-26,4,0,0,4,34663067,70548004,45356634,181426538
-U,14,2025-05-26,4,0,0,4,34663067,70548004,45356634,181426538
+U,14,2025-05-26,5,0,0,5,6139972,70548004,37513302,187566510
-U,20,2025-05-26,2,0,0,2,8594336,24169971,16382153,32764307
+U,20,2025-05-26,3,0,0,3,8594336,41478176,24747494,74242483
-U,15,2025-05-26,4,0,0,4,20553399,97533792,45235559,180942238
+U,15,2025-05-26,5,0,0,5,20553399,97533792,43194811,215974056
-U,18,2025-05-26,2,0,0,2,9241148,31685555,20463351,40926703
+U,18,2025-05-26,3,0,0,3,9241148,96455091,45793931,137381794
-U,11,2025-05-26,1,0,0,1,80267601,80267601,80267601,80267601
+U,11,2025-05-26,2,0,0,2,80267601,97719603,88993602,177987204
-U,18,2025-05-26,3,0,0,3,9241148,96455091,45793931,137381794
+U,18,2025-05-26,4,0,0,4,9241148,96455091,38259011,153036044
+I,6,2025-05-26,1,0,0,1,17636988,17636988,17636988,17636988
-U,4,2025-05-26,1,0,0,1,89766196,89766196,89766196,89766196
+U,4,2025-05-26,2,0,0,2,52888495,89766196,71327345,142654691
-U,5,2025-05-26,9,0,0,9,10715261,98926362,60981476,548833289
+U,5,2025-05-26,10,0,0,10,10715261,98926362,62446673,624466730
-U,15,2025-05-26,5,0,0,5,20553399,97533792,43194811,215974056
+U,15,2025-05-26,6,0,0,6,20553399,97533792,46702230,280213380
+I,1,2025-05-26,1,0,0,1,41793575,41793575,41793575,41793575
-U,6,2025-05-26,1,0,0,1,17636988,17636988,17636988,17636988
+U,6,2025-05-26,2,0,0,2,17636988,43593446,30615217,61230434
-U,10,2025-05-26,3,0,0,3,26110688,82730293,59586732,178760198
+U,10,2025-05-26,4,0,0,4,26110688,98443759,69300989,277203957
-U,8,2025-05-26,1,0,0,1,99845581,99845581,99845581,99845581
+U,8,2025-05-26,2,0,0,2,87193453,99845581,93519517,187039034
-U,15,2025-05-26,6,0,0,6,20553399,97533792,46702230,280213380
+U,15,2025-05-26,7,0,0,7,20553399,97533792,49312877,345190140
-U,13,2025-05-26,1,0,0,1,67689605,67689605,67689605,67689605
+U,13,2025-05-26,2,0,0,2,67689605,98803584,83246594,166493189
-U,9,2025-05-26,1,0,0,1,8430527,8430527,8430527,8430527
+U,9,2025-05-26,2,0,0,2,8430527,67204318,37817422,75634845
-U,17,2025-05-26,4,0,0,4,4308117,72989648,23392474,93569899
+U,17,2025-05-26,5,0,0,5,4308117,72989648,30029636,150148181
-U,3,2025-05-26,2,0,0,2,63302858,70782068,67042463,134084926
+U,3,2025-05-26,3,0,0,3,22072737,70782068,52052554,156157663
-U,13,2025-05-26,2,0,0,2,67689605,98803584,83246594,166493189
+U,13,2025-05-26,3,0,0,3,32989813,98803584,66494334,199483002
-U,15,2025-05-26,7,0,0,7,20553399,97533792,49312877,345190140
+U,15,2025-05-26,8,0,0,8,20553399,97533792,48325942,386607539
-U,10,2025-05-26,4,0,0,4,26110688,98443759,69300989,277203957
+U,10,2025-05-26,5,0,0,5,26110688,98443759,68252469,341262346
-U,4,2025-05-26,2,0,0,2,52888495,89766196,71327345,142654691
+U,4,2025-05-26,3,0,0,3,52888495,93023570,78559420,235678261
-U,6,2025-05-26,2,0,0,2,17636988,43593446,30615217,61230434
+U,6,2025-05-26,3,0,0,3,17636988,43593446,32341724,97025174
-U,14,2025-05-26,5,0,0,5,6139972,70548004,37513302,187566510
+U,14,2025-05-26,6,0,0,6,6139972,70548004,34576103,207456622
-U,10,2025-05-26,5,0,0,5,26110688,98443759,68252469,341262346
+U,10,2025-05-26,6,0,0,6,10670332,98443759,58655446,351932678
-U,10,2025-05-26,6,0,0,6,10670332,98443759,58655446,351932678
+U,10,2025-05-26,7,0,0,7,10670332,98443759,58906119,412342837
-U,6,2025-05-26,3,0,0,3,17636988,43593446,32341724,97025174
+U,6,2025-05-26,4,0,0,4,17636988,61465193,39622591,158490367
-U,13,2025-05-26,3,0,0,3,32989813,98803584,66494334,199483002
+U,13,2025-05-26,4,0,0,4,10769873,98803584,52563218,210252875
-U,17,2025-05-26,5,0,0,5,4308117,72989648,30029636,150148181
+U,17,2025-05-26,6,0,0,6,4308117,72989648,25815129,154890778
-U,2,2025-05-26,3,0,0,3,27728440,75872650,59705482,179116448
+U,2,2025-05-26,4,0,0,4,27728440,75872650,51995319,207981278
-U,7,2025-05-26,2,0,0,2,47420477,50862775,49141626,98283252
+U,7,2025-05-26,3,0,0,3,47420477,55500304,51261185,153783556
-U,4,2025-05-26,3,0,0,3,52888495,93023570,78559420,235678261
+U,4,2025-05-26,4,0,0,4,3343437,93023570,59755424,239021698
-U,11,2025-05-26,2,0,0,2,80267601,97719603,88993602,177987204
+U,11,2025-05-26,3,0,0,3,33305438,97719603,70430880,211292642
-U,13,2025-05-26,4,0,0,4,10769873,98803584,52563218,210252875
+U,13,2025-05-26,5,0,0,5,10769873,98803584,50241453,251207268
-U,4,2025-05-26,4,0,0,4,3343437,93023570,59755424,239021698
+U,4,2025-05-26,5,0,0,5,3343437,93023570,50298944,251494721
-U,7,2025-05-26,3,0,0,3,47420477,55500304,51261185,153783556
+U,7,2025-05-26,4,0,0,4,47420477,57176100,52739914,210959656
-U,19,2025-05-26,1,0,0,1,17252322,17252322,17252322,17252322
+U,19,2025-05-26,2,0,0,2,17252322,36261312,26756817,53513634
-U,14,2025-05-26,6,0,0,6,6139972,70548004,34576103,207456622
+U,14,2025-05-26,7,0,0,7,6139972,70548004,33086054,231602384
-U,8,2025-05-26,2,0,0,2,87193453,99845581,93519517,187039034
+U,8,2025-05-26,3,0,0,3,43610850,99845581,76883294,230649884
-U,11,2025-05-26,3,0,0,3,33305438,97719603,70430880,211292642
+U,11,2025-05-26,4,0,0,4,33305438,97719603,63331537,253326149
-U,7,2025-05-26,4,0,0,4,47420477,57176100,52739914,210959656
+U,7,2025-05-26,5,0,0,5,46261836,57176100,51444298,257221492
-U,14,2025-05-26,7,0,0,7,6139972,70548004,33086054,231602384
+U,14,2025-05-26,8,0,0,8,3731603,70548004,29416748,235333987
-U,15,2025-05-26,8,0,0,8,20553399,97533792,48325942,386607539
+U,15,2025-05-26,9,0,0,9,20553399,97533792,50919956,458279605
-U,1,2025-05-26,1,0,0,1,41793575,41793575,41793575,41793575
+U,1,2025-05-26,2,0,0,2,41793575,49174998,45484286,90968573
-U,7,2025-05-26,5,0,0,5,46261836,57176100,51444298,257221492
+U,7,2025-05-26,6,0,0,6,46261836,79046680,56044695,336268172
-U,18,2025-05-26,4,0,0,4,9241148,96455091,38259011,153036044
+U,18,2025-05-26,5,0,0,5,8645094,96455091,32336227,161681138
-U,1,2025-05-26,2,0,0,2,41793575,49174998,45484286,90968573
+U,1,2025-05-26,3,0,0,3,41793575,75454374,55474315,166422947
-U,4,2025-05-26,5,0,0,5,3343437,93023570,50298944,251494721
+U,4,2025-05-26,6,0,0,6,3343437,93023570,49186578,295119472
-U,5,2025-05-26,10,0,0,10,10715261,98926362,62446673,624466730
+U,5,2025-05-26,11,0,0,11,10715261,98926362,58060826,638669093
-U,11,2025-05-26,4,0,0,4,33305438,97719603,63331537,253326149
+U,11,2025-05-26,5,0,0,5,33305438,97719603,57615292,288076460
-U,19,2025-05-26,2,0,0,2,17252322,36261312,26756817,53513634
+U,19,2025-05-26,3,0,0,3,17252322,88987064,47500232,142500698
-U,4,2025-05-26,6,0,0,6,3343437,93023570,49186578,295119472
+U,4,2025-05-26,7,0,0,7,3343437,93023570,45679368,319755579
-U,15,2025-05-26,9,0,0,9,20553399,97533792,50919956,458279605
+U,15,2025-05-26,10,0,0,10,20553399,97533792,48464435,484644355
-U,3,2025-05-26,3,0,0,3,22072737,70782068,52052554,156157663
+U,3,2025-05-26,4,0,0,4,20593858,70782068,44187880,176751521
-U,18,2025-05-26,5,0,0,5,8645094,96455091,32336227,161681138
+U,18,2025-05-26,6,0,0,6,8645094,96455091,42216605,253299632
-U,7,2025-05-26,6,0,0,6,46261836,79046680,56044695,336268172
+U,7,2025-05-26,7,0,0,7,21187105,79046680,51065039,357455277
-U,19,2025-05-26,3,0,0,3,17252322,88987064,47500232,142500698
+U,19,2025-05-26,4,0,0,4,17252322,88987064,55920986,223683945
-U,7,2025-05-26,7,0,0,7,21187105,79046680,51065039,357455277
+U,7,2025-05-26,8,0,0,8,7060256,79046680,45564441,364515533
-U,15,2025-05-26,10,0,0,10,20553399,97533792,48464435,484644355
+U,15,2025-05-26,11,0,0,11,20553399,97533792,48410713,532517850
-U,20,2025-05-26,3,0,0,3,8594336,41478176,24747494,74242483
+U,20,2025-05-26,4,0,0,4,8594336,59076585,33329767,133319068
-U,17,2025-05-26,6,0,0,6,4308117,72989648,25815129,154890778
+U,17,2025-05-26,7,0,0,7,4308117,72989648,23431002,164017017
-U,3,2025-05-26,4,0,0,4,20593858,70782068,44187880,176751521
+U,3,2025-05-26,5,0,0,5,20593858,82284776,51807259,259036297
-U,5,2025-05-26,11,0,0,11,10715261,98926362,58060826,638669093
+U,5,2025-05-26,12,0,0,12,5343818,98926362,53667742,644012911
-U,2,2025-05-26,4,0,0,4,27728440,75872650,51995319,207981278
+U,2,2025-05-26,5,0,0,5,27728440,75872650,51559405,257797025
-U,18,2025-05-26,6,0,0,6,8645094,96455091,42216605,253299632
+U,18,2025-05-26,7,0,0,7,8645094,96455091,37720303,264042125
-U,11,2025-05-26,5,0,0,5,33305438,97719603,57615292,288076460
+U,11,2025-05-26,6,0,0,6,33305438,97719603,53771759,322630555
-U,5,2025-05-26,12,0,0,12,5343818,98926362,53667742,644012911
+U,5,2025-05-26,13,0,0,13,5343818,98926362,53155813,691025580
-U,5,2025-05-26,13,0,0,13,5343818,98926362,53155813,691025580
+U,5,2025-05-26,14,0,0,14,5343818,98926362,54207385,758903395
-U,20,2025-05-26,4,0,0,4,8594336,59076585,33329767,133319068
+U,20,2025-05-26,5,0,0,5,8594336,59956976,38655208,193276044
-U,18,2025-05-26,7,0,0,7,8645094,96455091,37720303,264042125
+U,18,2025-05-26,8,0,0,8,8645094,96455091,39746953,317975626
-U,18,2025-05-26,8,0,0,8,8645094,96455091,39746953,317975626
+U,18,2025-05-26,9,0,0,9,8645094,96455091,45530267,409772406
-U,9,2025-05-26,2,0,0,2,8430527,67204318,37817422,75634845
+U,9,2025-05-26,3,0,0,3,8430527,67204318,40328421,120985263
-U,2,2025-05-26,5,0,0,5,27728440,75872650,51559405,257797025
+U,2,2025-05-26,6,0,0,6,27728440,97323387,59186735,355120412
-U,6,2025-05-26,4,0,0,4,17636988,61465193,39622591,158490367
+U,6,2025-05-26,5,0,0,5,17636988,61465193,35498607,177493037
-U,14,2025-05-26,8,0,0,8,3731603,70548004,29416748,235333987
+U,14,2025-05-26,9,0,0,9,3731603,70548004,32200898,289808085
-U,6,2025-05-26,5,0,0,5,17636988,61465193,35498607,177493037
+U,6,2025-05-26,6,0,0,6,17636988,92262196,44959205,269755233
-U,19,2025-05-26,4,0,0,4,17252322,88987064,55920986,223683945
+U,19,2025-05-26,5,0,0,5,17252322,88987064,49122053,245610269
-U,5,2025-05-26,14,0,0,14,5343818,98926362,54207385,758903395
+U,5,2025-05-26,15,0,0,15,5343818,98926362,53631304,804469565
-U,14,2025-05-26,9,0,0,9,3731603,70548004,32200898,289808085
+U,14,2025-05-26,10,0,0,10,3731603,75302599,36511068,365110684
-U,7,2025-05-26,8,0,0,8,7060256,79046680,45564441,364515533
+U,7,2025-05-26,9,0,0,9,7060256,79046680,46308085,416772766
-U,3,2025-05-26,5,0,0,5,20593858,82284776,51807259,259036297
+U,3,2025-05-26,6,0,0,6,4436543,82284776,43912140,263472840
-U,10,2025-05-26,7,0,0,7,10670332,98443759,58906119,412342837
+U,10,2025-05-26,8,0,0,8,10670332,98443759,59434845,475478761
-U,16,2025-05-26,1,0,0,1,47763774,47763774,47763774,47763774
+U,16,2025-05-26,2,0,0,2,47763774,59399934,53581854,107163708
-U,5,2025-05-26,15,0,0,15,5343818,98926362,53631304,804469565
+U,5,2025-05-26,16,0,0,16,5343818,98926362,51495885,823934162
-U,5,2025-05-26,16,0,0,16,5343818,98926362,51495885,823934162
+U,5,2025-05-26,17,0,0,17,5343818,98926362,53201558,904426491
-U,4,2025-05-26,7,0,0,7,3343437,93023570,45679368,319755579
+U,4,2025-05-26,8,0,0,8,3343437,93023570,49257293,394058351
-U,14,2025-05-26,10,0,0,10,3731603,75302599,36511068,365110684
+U,14,2025-05-26,11,0,0,11,3731603,75302599,38986833,428855164
-U,19,2025-05-26,5,0,0,5,17252322,88987064,49122053,245610269
+U,19,2025-05-26,6,0,0,6,17252322,88987064,52662241,315973450
-U,2,2025-05-26,6,0,0,6,27728440,97323387,59186735,355120412
+U,2,2025-05-26,7,0,0,7,27728440,97323387,58193220,407352546
-U,6,2025-05-26,6,0,0,6,17636988,92262196,44959205,269755233
+U,6,2025-05-26,7,0,0,7,17636988,92262196,49575243,347026701
-U,10,2025-05-26,8,0,0,8,10670332,98443759,59434845,475478761
+U,10,2025-05-26,9,0,0,9,10670332,98443759,60349338,543144048
-U,4,2025-05-26,8,0,0,8,3343437,93023570,49257293,394058351
+U,4,2025-05-26,9,0,0,9,3343437,93023570,54071720,486645487
-U,15,2025-05-26,11,0,0,11,20553399,97533792,48410713,532517850
+U,15,2025-05-26,12,0,0,12,20553399,97533792,49430438,593165256
-U,18,2025-05-26,9,0,0,9,8645094,96455091,45530267,409772406
+U,18,2025-05-26,10,0,0,10,8645094,96455091,48048153,480481532
-U,15,2025-05-26,12,0,0,12,20553399,97533792,49430438,593165256
+U,15,2025-05-26,13,0,0,13,20553399,97533792,48580012,631540161
-U,17,2025-05-26,7,0,0,7,4308117,72989648,23431002,164017017
+U,17,2025-05-26,8,0,0,8,4308117,72989648,25888409,207107279
-U,17,2025-05-26,8,0,0,8,4308117,72989648,25888409,207107279
+U,17,2025-05-26,9,0,0,9,4308117,72989648,30374906,273374155
-U,7,2025-05-26,9,0,0,9,7060256,79046680,46308085,416772766
+U,7,2025-05-26,10,0,0,10,7060256,79046680,43269518,432695189
-U,14,2025-05-26,11,0,0,11,3731603,75302599,38986833,428855164
+U,14,2025-05-26,12,0,0,12,3731603,75302599,38158802,457905628
-U,15,2025-05-26,13,0,0,13,20553399,97533792,48580012,631540161
+U,15,2025-05-26,14,0,0,14,20553399,97533792,50880934,712333088
-U,1,2025-05-26,3,0,0,3,41793575,75454374,55474315,166422947
+U,1,2025-05-26,4,0,0,4,11493888,75454374,44479208,177916835
-U,12,2025-05-26,3,0,0,3,51623905,96934475,79942931,239828793
+U,12,2025-05-26,4,0,0,4,27317342,96934475,66786533,267146135
-U,11,2025-05-26,6,0,0,6,33305438,97719603,53771759,322630555
+U,11,2025-05-26,7,0,0,7,12679515,97719603,47901438,335310070
-U,2,2025-05-26,7,0,0,7,27728440,97323387,58193220,407352546
+U,2,2025-05-26,8,0,0,8,27728440,97323387,54741519,437932159
-U,14,2025-05-26,12,0,0,12,3731603,75302599,38158802,457905628
+U,14,2025-05-26,13,0,0,13,3731603,75302599,36818069,478634907
-U,3,2025-05-26,6,0,0,6,4436543,82284776,43912140,263472840
+U,3,2025-05-26,7,0,0,7,4436543,82284776,46114194,322799364
-U,5,2025-05-26,17,0,0,17,5343818,98926362,53201558,904426491
+U,5,2025-05-26,18,0,0,18,5343818,98926362,53524757,963445640
-U,7,2025-05-26,10,0,0,10,7060256,79046680,43269518,432695189
+U,7,2025-05-26,11,0,0,11,7060256,95771507,48042426,528466696
-U,16,2025-05-26,2,0,0,2,47763774,59399934,53581854,107163708
+U,16,2025-05-26,3,0,0,3,42459004,59399934,49874237,149622712
-U,7,2025-05-26,11,0,0,11,7060256,95771507,48042426,528466696
+U,7,2025-05-26,12,0,0,12,7060256,95771507,46572281,558867380
-U,5,2025-05-26,18,0,0,18,5343818,98926362,53524757,963445640
+U,5,2025-05-26,19,0,0,19,5343818,98926362,54665854,1038651242
-U,7,2025-05-26,12,0,0,12,7060256,95771507,46572281,558867380
+U,7,2025-05-26,13,0,0,13,7060256,95771507,50238955,653106422
-U,19,2025-05-26,6,0,0,6,17252322,88987064,52662241,315973450
+U,19,2025-05-26,7,0,0,7,9893703,88987064,46552450,325867153
-U,18,2025-05-26,10,0,0,10,8645094,96455091,48048153,480481532
+U,18,2025-05-26,11,0,0,11,8645094,96455091,47590492,523495419
-U,6,2025-05-26,7,0,0,7,17636988,92262196,49575243,347026701
+U,6,2025-05-26,8,0,0,8,17636988,92262196,50056132,400449063
-U,7,2025-05-26,13,0,0,13,7060256,95771507,50238955,653106422
+U,7,2025-05-26,14,0,0,14,7060256,95771507,49295633,690138862
-U,18,2025-05-26,11,0,0,11,8645094,96455091,47590492,523495419
+U,18,2025-05-26,12,0,0,12,8645094,96455091,45240457,542885486
-U,6,2025-05-26,8,0,0,8,17636988,92262196,50056132,400449063
+U,6,2025-05-26,9,0,0,9,17636988,92262196,53450147,481051330
-U,14,2025-05-26,13,0,0,13,3731603,75302599,36818069,478634907
+U,14,2025-05-26,14,0,0,14,3731603,75302599,37614502,526603039
-U,11,2025-05-26,7,0,0,7,12679515,97719603,47901438,335310070
+U,11,2025-05-26,8,0,0,8,12679515,97719603,51231954,409855639
-U,8,2025-05-26,3,0,0,3,43610850,99845581,76883294,230649884
+U,8,2025-05-26,4,0,0,4,34427857,99845581,66269435,265077741
-U,13,2025-05-26,5,0,0,5,10769873,98803584,50241453,251207268
+U,13,2025-05-26,6,0,0,6,3551536,98803584,42459800,254758804
-U,12,2025-05-26,4,0,0,4,27317342,96934475,66786533,267146135
+U,12,2025-05-26,5,0,0,5,6555997,96934475,54740426,273702132
-U,10,2025-05-26,9,0,0,9,10670332,98443759,60349338,543144048
+U,10,2025-05-26,10,0,0,10,10670332,98443759,61433694,614336948
-U,14,2025-05-26,14,0,0,14,3731603,75302599,37614502,526603039
+U,14,2025-05-26,15,0,0,15,3731603,75302599,38483527,577252915
-U,15,2025-05-26,14,0,0,14,20553399,97533792,50880934,712333088
+U,15,2025-05-26,15,0,0,15,20553399,97533792,52061143,780917155
-U,6,2025-05-26,9,0,0,9,17636988,92262196,53450147,481051330
+U,6,2025-05-26,10,0,0,10,17636988,92262196,56395538,563955389
-U,1,2025-05-26,4,0,0,4,11493888,75454374,44479208,177916835
+U,1,2025-05-26,5,0,0,5,11493888,75454374,39939980,199699903
-U,5,2025-05-26,19,0,0,19,5343818,98926362,54665854,1038651242
+U,5,2025-05-26,20,0,0,20,5343818,98926362,53678398,1073567979
-U,11,2025-05-26,8,0,0,8,12679515,97719603,51231954,409855639
+U,11,2025-05-26,9,0,0,9,1577002,97719603,45714737,411432641
-U,7,2025-05-26,14,0,0,14,7060256,95771507,49295633,690138862
+U,7,2025-05-26,15,0,0,15,7060256,95771507,47922694,718840415
-U,11,2025-05-26,9,0,0,9,1577002,97719603,45714737,411432641
+U,11,2025-05-26,10,0,0,10,1577002,97719603,48548525,485485251
-U,16,2025-05-26,3,0,0,3,42459004,59399934,49874237,149622712
+U,16,2025-05-26,4,0,0,4,2648652,59399934,38067841,152271364
-U,7,2025-05-26,15,0,0,15,7060256,95771507,47922694,718840415
+U,7,2025-05-26,16,0,0,16,7060256,95771507,46148281,738372497
-U,4,2025-05-26,9,0,0,9,3343437,93023570,54071720,486645487
+U,4,2025-05-26,10,0,0,10,3343437,93023570,57708324,577083241
-U,8,2025-05-26,4,0,0,4,34427857,99845581,66269435,265077741
+U,8,2025-05-26,5,0,0,5,34427857,99845581,69574283,347871417
-U,19,2025-05-26,7,0,0,7,9893703,88987064,46552450,325867153
+U,19,2025-05-26,8,0,0,8,9893703,88987064,42483907,339871256
-U,3,2025-05-26,7,0,0,7,4436543,82284776,46114194,322799364
+U,3,2025-05-26,8,0,0,8,4436543,90314208,51639196,413113572
-U,1,2025-05-26,5,0,0,5,11493888,75454374,39939980,199699903
+U,1,2025-05-26,6,0,0,6,11085384,75454374,35130881,210785287
-U,16,2025-05-26,4,0,0,4,2648652,59399934,38067841,152271364
+U,16,2025-05-26,5,0,0,5,2648652,94693266,49392926,246964630
-U,8,2025-05-26,5,0,0,5,34427857,99845581,69574283,347871417
+U,8,2025-05-26,6,0,0,6,34427857,99845581,64528926,387173561
-U,10,2025-05-26,10,0,0,10,10670332,98443759,61433694,614336948
+U,10,2025-05-26,11,0,0,11,10670332,98443759,58186572,640052298
-U,8,2025-05-26,6,0,0,6,34427857,99845581,64528926,387173561
+U,8,2025-05-26,7,0,0,7,34259680,99845581,60204748,421433241
-U,11,2025-05-26,10,0,0,10,1577002,97719603,48548525,485485251
+U,11,2025-05-26,11,0,0,11,1577002,97719603,45738964,503128606
-U,14,2025-05-26,15,0,0,15,3731603,75302599,38483527,577252915
