| +I |                 1654 |                  346 |                     838.084000 | 2025-04-01 00:00:00.000 |
| +I |                 1114 |                  780 |                     554.788000 | 2025-04-01 00:01:00.000 |
| +I |                 1025 |                  901 |                       2.724000 | 2025-04-01 00:02:00.000 |
| +I |                 1759 |                  389 |                     257.872000 | 2025-04-01 00:03:00.000 |
| +I |                 1281 |                  285 |                     799.040000 | 2025-04-01 00:04:00.000 |
| +I |                 1250 |                  771 |                     135.292000 | 2025-04-01 00:05:00.000 |
| +I |                 1228 |                  975 |                     121.672000 | 2025-04-01 00:06:00.000 |
| +I |                 1142 |                  852 |                     503.032000 | 2025-04-01 00:07:00.000 |
| +I |                 1754 |                  432 |                     233.356000 | 2025-04-01 00:08:00.000 |
| +I |                 1104 |                  259 |                     742.744000 | 2025-04-01 00:09:00.000 |
| +I |                 1692 |                  855 |                     162.532000 | 2025-04-01 00:10:00.000 |
| +I |                 1758 |                   84 |                     102.604000 | 2025-04-01 00:11:00.000 |
| +I |                 1913 |                  482 |                     614.716000 | 2025-04-01 00:12:00.000 |
| +I |                 1558 |                   20 |                     806.304000 | 2025-04-01 00:13:00.000 |
| +I |                 1089 |                  768 |                      24.516000 | 2025-04-01 00:14:00.000 |
| +I |                 1604 |                  553 |                     122.580000 | 2025-04-01 00:15:00.000 |
| +I |                 1432 |                   54 |                      14.528000 | 2025-04-01 00:16:00.000 |
| +I |                 1032 |                  975 |                     333.236000 | 2025-04-01 00:17:00.000 |
| +I |                 1030 |                  359 |                     734.572000 | 2025-04-01 00:18:00.000 |
| +I |                 1095 |                  230 |                     733.664000 | 2025-04-01 00:19:00.000 |
| +I |                 1223 |                  666 |                     221.552000 | 2025-04-01 00:20:00.000 |
| +I |                 1238 |                   71 |                     547.524000 | 2025-04-01 00:21:00.000 |
| +I |                 1517 |                  800 |                     301.456000 | 2025-04-01 00:22:00.000 |
| +I |                 1616 |                  981 |                      15.436000 | 2025-04-01 00:23:00.000 |
| +I |                 1027 |                  668 |                     162.532000 | 2025-04-01 00:24:00.000 |
| +I |                 1574 |                   42 |                     246.976000 | 2025-04-01 00:25:00.000 |
| +I |                 1203 |                  773 |                      49.032000 | 2025-04-01 00:26:00.000 |
| +I |                 1733 |                   32 |                     118.040000 | 2025-04-01 00:27:00.000 |
| +I |                 1665 |                  973 |                     690.080000 | 2025-04-01 00:28:00.000 |
| +I |                 1718 |                  254 |                     392.256000 | 2025-04-01 00:29:00.000 |
| +I |                 1558 |                  205 |                     489.412000 | 2025-04-01 00:30:00.000 |
| +I |                 1429 |                  860 |                     106.236000 | 2025-04-01 00:31:00.000 |
| +I |                 1225 |                   21 |                     693.712000 | 2025-04-01 00:32:00.000 |
| +I |                 1459 |                  637 |                      59.928000 | 2025-04-01 00:33:00.000 |
| +I |                 1603 |                  157 |                     443.104000 | 2025-04-01 00:34:00.000 |
| +I |                 1284 |                  245 |                     417.680000 | 2025-04-01 00:35:00.000 |
| +I |                 1828 |                  130 |                     723.676000 | 2025-04-01 00:36:00.000 |
| +I |                 1890 |                  485 |                     336.868000 | 2025-04-01 00:37:00.000 |
| +I |                 1006 |                  686 |                     477.608000 | 2025-04-01 00:38:00.000 |
| +I |                 1777 |                  118 |                     552.064000 | 2025-04-01 00:39:00.000 |
| +I |                 1825 |                  578 |                     101.696000 | 2025-04-01 00:40:00.000 |
| +I |                 1163 |                  971 |                     420.404000 | 2025-04-01 00:41:00.000 |
| +I |                 1714 |                  224 |                     468.528000 | 2025-04-01 00:42:00.000 |
| +I |                 1432 |                  477 |                     206.116000 | 2025-04-01 00:43:00.000 |
| +I |                 1348 |                  717 |                     879.852000 | 2025-04-01 00:44:00.000 |
| +I |                 1284 |                  263 |                     572.040000 | 2025-04-01 00:45:00.000 |
| +I |                 1159 |                  786 |                      40.860000 | 2025-04-01 00:46:00.000 |
| +I |                 1220 |                  378 |                     676.460000 | 2025-04-01 00:47:00.000 |
| +I |                 1980 |                  172 |                     729.124000 | 2025-04-01 00:48:00.000 |
| +I |                 1781 |                  621 |                     845.348000 | 2025-04-01 00:49:00.000 |
| +I |                 1344 |                  622 |                     806.304000 | 2025-04-01 00:50:00.000 |
| +I |                 1104 |                  987 |                     612.900000 | 2025-04-01 00:51:00.000 |
| +I |                 1094 |                  766 |                     484.872000 | 2025-04-01 00:52:00.000 |
| +I |                 1389 |                  736 |                     280.572000 | 2025-04-01 00:53:00.000 |
| +I |                 1099 |                  118 |                     426.760000 | 2025-04-01 00:54:00.000 |
| +I |                 1367 |                  797 |                     598.372000 | 2025-04-01 00:55:00.000 |
| +I |                 1867 |                  839 |                     897.104000 | 2025-04-01 00:56:00.000 |
| +I |                 1352 |                  168 |                      29.056000 | 2025-04-01 00:57:00.000 |
| +I |                 1618 |                  988 |                      57.204000 | 2025-04-01 00:58:00.000 |
| +I |                 1270 |                  319 |                     445.828000 | 2025-04-01 00:59:00.000 |
| +I |                 1826 |                  111 |                     788.144000 | 2025-04-01 01:00:00.000 |
| +I |                 1044 |                  593 |                     374.096000 | 2025-04-01 01:01:00.000 |
| +I |                 1747 |                   27 |                     396.796000 | 2025-04-01 01:02:00.000 |
| +I |                 1470 |                  952 |                     638.324000 | 2025-04-01 01:03:00.000 |
| +I |                 1549 |                  320 |                     100.788000 | 2025-04-01 01:04:00.000 |
| +I |                 1127 |                  590 |                     456.724000 | 2025-04-01 01:05:00.000 |
| +I |                 1996 |                  694 |                     662.840000 | 2025-04-01 01:06:00.000 |
| +I |                 1944 |                  930 |                     846.256000 | 2025-04-01 01:07:00.000 |
| +I |                 1387 |                  982 |                     413.140000 | 2025-04-01 01:08:00.000 |
| +I |                 1080 |                  385 |                      69.008000 | 2025-04-01 01:09:00.000 |
| +I |                 1565 |                  407 |                     836.268000 | 2025-04-01 01:10:00.000 |
| +I |                 1300 |                  965 |                      75.364000 | 2025-04-01 01:11:00.000 |
| +I |                 1849 |                  733 |                     299.640000 | 2025-04-01 01:12:00.000 |
